Latitude,Longitude,Kommune,Navn,Takster,Tilbudstyper,Pladser_på_tilbudstypen,Adresse,Kontaktperson,Pladser,Leder,Driftsherre,Virksomhedens_navn,Virksomhedsform,CVR,Tilsynsførende_myndighed,Årsomsætning,Soliditetsgrad,Overskud,Overskud_vs_omsætning,Løn_leder,Løn_personale,Løn_administration,Omkostninger_eksternt,Bestyrelseshonorarer,Løn_vs_omsætning,Omkostninger_til_kompetenceudvikling_vs_omsætning,Ejendomsomkostninger_vs_omsætning
56.432974,10.072268,Randers Kommune,"Egegården (Gårdene, Specialområde Udviklingshandicap)",Fra 1.816 - 1.816 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","8 - Botilbud til længerevarende ophold, § 108
                
            
                
                    1 - Botilbud til midlertidige ophold, § 107","Nedergårdsvej 12
    

    8960 Randers SØ","Jimmy Kai Erling F Riberholdt

                jimrib@rm.dk
                
                    Telefon: 27282572","Botilbud til midlertidige ophold, § 107
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                8 pladser -
                Kontakt afdelingen om ledige pladser","Jimmy Kai Erling F Riberholdt
    

    jimrib@rm.dk
    
        Telefon: 27282572",Tilbuddet selv,Region Midtjylland,Region,29190925,"EAN-nummer
    
        5798002796292",34.332.000 kr.,,662.000 kr.,"1,93 %",682.000 kr.,19.414.000 kr.,1.225.000 kr.,450.000 kr.,0 kr.,"66,04 %","0,57 %","11,1 %"
56.549544,9.020015,Skive Kommune,ACS Botilbuddet Jægervej 16 (AutismeCenter Skive),Fra 4.555 - 4.555 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
                
            
                
                    0 - Botilbud til midlertidige ophold, § 107","Bilstrupvej 27C
    

    7800 Skive","Susanne Højvang

                shni@skivekommune.dk
                
                    Telefon: 99157204","Botilbud til længerevarende ophold, § 108
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Pladsen er godkendt til fleksibel anvendelse mellem SEL §§ 107 og 108.
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                0 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Simon Sandbo
    

    ssan@skivekommune.dk
    
        Telefon: 99157200",Tilbuddet selv,Skive Kommune,Primærkommune,29189579,"EAN-nummer
    
        5798004092576",26.448.000 kr.,,-1.568.000 kr.,"-5,93 %",345.225 kr.,18.327.592 kr.,454.113 kr.,3.275.307 kr.,0 kr.,"87,52 %","3,11 %","2,64 %"
55.295798,12.001927,Faxe Kommune,Det gamle Apotek (BostedDanmark),"Fra 2.198,02 - 6.593,09 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Aktivitets- og samværstilbud, § 104","7 - Botilbud til længerevarende ophold, § 108
                
            
                
                    7 - Aktivitets- og samværstilbud, § 104","Ny Ulsevej 17
    

    4690 Haslev","René Keldorff

                rene@bosteddanmark.dk
                
                    Telefon: 26747191","Botilbud til længerevarende ophold, § 108
    
    
        

            
                7 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    

            
                
    Aktivitets- og samværstilbud, § 104
    
    
        

            
                7 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 7 pladser forbeholdt beboere på botilbuddet
                
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","René Keldorff
    

    rene@bosteddanmark.dk
    
        Telefon: 26747191",Tilbuddet selv,BostedDanmark ApS,Anpartsselskab,38234722,Socialtilsyn Hovedstaden,37.312.180 kr.,36 %,2.316.690 kr.,"6,21 %",903.753 kr.,22.246.187 kr.,1.229.733 kr.,130.436 kr.,76.250 kr.,"72,52 %","1,6 %",6 %
55.668944,9.682701,Vejle Kommune,Postens Vej 4 (Bofællesskabet Postens Vej),Fra 2.180 - 5.275 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","14 - Botilbud til længerevarende ophold, § 108
                
            
                
                    3 - Botilbud til midlertidige ophold, § 107","H.O. Wildenskovsvej 10
    

    7080 Børkop","Hanne Frandsen

                hfsen@vejle.dk
                
                    Telefon: 22841826","Botilbud til midlertidige ophold, § 107
    
    
        

            
                3 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                14 pladser -
                Kontakt afdelingen om ledige pladser","Hanne Frandsen
    

    hfsen@vejle.dk
    
        Telefon: 22841826",Tilbuddet selv,Vejle Kommune,Primærkommune,29189900,"EAN-nummer
    
        5798006364794",93.707.097 kr.,,65.664 kr.,"0,07 %",955.950 kr.,61.116.574 kr.,3.733.638 kr.,7.068.408 kr.,0 kr.,"83,19 %","1,6 %","6,4 %"
56.792721,9.214196,Vesthimmerlands Kommune,Myrhøj (Botilbud på Tværs ApS),"Fra 8.572,64 - 15.637,01 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
                
            
                
                    1 - Botilbud til længerevarende ophold, § 108","Løgstørvej 32
    

    9640 Farsø","Kristian Virenfeldt

                kristian@tvaers.com
                
                    Telefon: 22685301","Botilbud til midlertidige ophold, § 107
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Kan anvendes fleksibelt efter §108
        
    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Kan anvendes fleksibelt efter §107","Asgar Toft
    

    asgar@tvaers.com
    
        Telefon: 22691809",Tilbuddet selv,Botilbud på Tværs ApS,Anpartsselskab,29316279,Socialtilsyn Nord,86.989.942 kr.,"27,5 %",2.543.672 kr.,"2,92 %",991.247 kr.,64.962.196 kr.,3.793.523 kr.,1.030.682 kr.,218.718 kr.,"84,31 %","0,72 %","2,94 %"
57.003847,9.917384,Aalborg Kommune,VoksenBøgen Vissegård (VoksenBøgen),Fra 2.395 - 2.395 kr.,"Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
                
            
                
                    4 - Botilbud til længerevarende ophold, § 108","Vissevej 40
    

    9210 Aalborg SØ","Rikke Møller

                rfro-jv@aalborg.dk
                
                    Telefon: 20464230","Botilbud til midlertidige ophold, § 107
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Der kan optræde fleksibilitet mellem fordelingen af pladser mellem ydelsesparagrafferne. 
        
    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                4 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Der kan optræde fleksibilitet mellem fordelingen af pladser mellem ydelsesparagrafferne.","Rikke Møller
    

    rfro-jv@aalborg.dk
    
        Telefon: 20464230",Tilbuddet selv,Aalborg Kommune,Primærkommune,29189420,"EAN-nummer
    
        5798003750682",38.113.293 kr.,,974.645 kr.,"2,56 %",683.301 kr.,24.487.588 kr.,1.446.062 kr.,1.017.338 kr.,0 kr.,"75,98 %","0,73 %","7,83 %"
56.847594,9.420952,Vesthimmerlands Kommune,Søttrup (Botilbud på Tværs ApS),"Fra 8.572,64 - 9.960,71 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","2 - Botilbud til længerevarende ophold, § 108
                
            
                
                    2 - Botilbud til midlertidige ophold, § 107","Søttrupvej 18
    

    9600 Aars","Kristian Virenfeldt

                kristian@tvaers.com
                
                    Telefon: 22685301","Botilbud til længerevarende ophold, § 108
    
    
        
            2 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Kan anvendes fleksibelt efter §107
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            2 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Kan anvendes fleksibelt efter §108","Asgar Toft
    

    asgar@tvaers.com
    
        Telefon: 22691809",Tilbuddet selv,Botilbud på Tværs ApS,Anpartsselskab,29316279,Socialtilsyn Nord,86.989.942 kr.,"27,5 %",2.543.672 kr.,"2,92 %",991.247 kr.,64.962.196 kr.,3.793.523 kr.,1.030.682 kr.,218.718 kr.,"84,31 %","0,72 %","2,94 %"
56.644534,10.157324,Randers Kommune,Kastbjerghus S/I,"Fra 7.938,23 - 9.346,34 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","2 - Botilbud til længerevarende ophold, § 108
                
            
                
                    1 - Botilbud til midlertidige ophold, § 107","Bygaden 7A
    

    8970 Havndal","Torben Andersen

                info@kastbjerghus.dk
                
                    Telefon: 24238583","Botilbud til længerevarende ophold, § 108
    
    
        

            
                2 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Den ene af pladserne vil kunne indrettes som skærmet endhed adskilt fra de 2 andre pladser. 
Dog med undtagelse af et fælles vaskerum. hvor der vil være faste vasketider for de øvrige beboere.


        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Den ene af pladserne vil kunne indrettes som skærmet endhed adskilt fra de 2 andre pladser. 
Dog med undtagelse af et fælles vaskerum. hvor der vil være faste vasketider for de øvrige beboere.","Torben Andersen
    

    info@kastbjerghus.dk
    
        Telefon: 24238583",Tilbuddet selv,Kastbjerghus S/I,Øvrige virksomhedsformer,44049139,Socialtilsyn Midt,,,,,,,,,,,,
55.568355,9.552421,Kolding Kommune,Altiden Landerupgaard - Hus 1 (Altiden Landerupgaard),"Fra 4.508,6 - 9.905,38 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","3 - Botilbud til midlertidige ophold, § 107
                
            
                
                    4 - Botilbud til længerevarende ophold, § 108","Landerupvej 8
    

    6000 Kolding","Susanne Cederberg

                susanne.cederberg@altiden.dk
                
                    Telefon: 81806685","Botilbud til midlertidige ophold, § 107
    
    
        

            
                3 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Altiden Landerupgaard ligger i naturlige omgivelser på en stor grund. Her er skov, sø, grønne område og aktivitetsområder med boldbaner, sportshal og værksteder.
Der er en særlig tilrettelagt plads under denne §

Alle pladser er fleksible jf. SEL §§ 107 og 108
        
    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                4 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Altiden Landerupgaard ligger i naturlige omgivelser på en stor grund. Her er skov, sø, grønne område og aktivitetsområder med boldbaner, sportshal og værksteder.
Der er en særlig tilrettelagt plads under denne §

Alle pladser er fleksible jf. SEL §§ 107 og 108","Susanne Cederberg
    

    susanne.cederberg@altiden.dk
    
        Telefon: 81806685",Tilbuddet selv,Altiden Social ApS,Anpartsselskab,27591507,Socialtilsyn Hovedstaden,46.639.341 kr.,"15,26 %",-2.175.428 kr.,"-4,66 %",883.757 kr.,29.465.447 kr.,0 kr.,1.524.225 kr.,0 kr.,"72,53 %","0,34 %","13,27 %"
55.600631,11.500631,Holbæk Kommune,Annexgårdens Bosted (Annexgårdens Bosted ApS),"Fra 1.726,74 - 1.726,74 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","5 - Botilbud til midlertidige ophold, § 107
                
            
                
                    5 - Botilbud til længerevarende ophold, § 108","Tømmerupvej 14
    

    4440 Mørkøv","Kim Nielsen

                kn@annexgaarden.net
                
                    Telefon: 21606268","Botilbud til midlertidige ophold, § 107
    
    
        

            
                5 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                5 pladser -
                Kontakt afdelingen om ledige pladser","Louise Nielsen
    

    lo@annexgaarden.net
    
        Telefon: 26233273",Annexgårdens Bosted I/S,Annexgårdens Bosted ApS,Anpartsselskab,44319977,"EAN-nummer
    
        5797200018090",12.005.983 kr.,"43,81 %",74.324 kr.,"0,62 %",602.540 kr.,6.513.976 kr.,846.822 kr.,0 kr.,0 kr.,"70,86 %","1,3 %","11,03 %"
56.179998,9.558298,Silkeborg Kommune,Birkeparken,Fra 927 - 927 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
                
            
                
                    10 - Botilbud til midlertidige ophold, § 107","Kejlstrupvej 32A
    

    8600 Silkeborg","Michael Krause

                MichaelStrandgaard.Krause@silkeborg.dk
                
                    Telefon: 21254263","Botilbud til længerevarende ophold, § 108
    
    
        
            3 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            10 pladser -
            ingen ledige","Pernille Bech
    

    pernillevibjerg.bech@silkeborg.dk
    
        Telefon: 21439078",Tilbuddet selv,Silkeborg Kommune,Primærkommune,29189641,"EAN-nummer
    
        5798005641872",4.307.181 kr.,,310.506 kr.,"7,21 %",197.324 kr.,2.228.491 kr.,54.054 kr.,0 kr.,0 kr.,"57,58 %","0,44 %",23 %
57.170016,10.0089,Aalborg Kommune,Fonden Den selvejede institution Nørreheden,"Fra 2.606,33 - 2.606,33 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","5 - Botilbud til midlertidige ophold, § 107
                
            
                
                    4 - Botilbud til længerevarende ophold, § 108","Ajstrup Nørrehede 24
    

    9381 Sulsted","Søren Wiwe

                norreheden@norreheden.dk
                
                    Telefon: 21907936","Botilbud til midlertidige ophold, § 107
    
    
        

            
                5 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            4 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Nørreheden har fleksible pladser","Søren Wiwe
    

    norreheden@norreheden.dk
    
        Telefon: 21907936",Tilbuddet selv,FONDEN/DEN SELVEJENDE INSTITUTION NØRREHEDEN,Øvrige virksomhedsformer,19928098,Socialtilsyn Nord,,,,,,,,,,,,
54.864503,11.73495,Guldborgsund Kommune,BOFÆLLESSKABET GRANLUNDEN,"Fra 2.358,29 - 2.491,85 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","4 - Botilbud til længerevarende ophold, § 108
                
            
                
                    3 - Botilbud til midlertidige ophold, § 107","Guldborgvej 141
    

    4862 Guldborg","Annette Bille

                ab@botilbudgranlunden.dk
                
                    Telefon: 66443334","Botilbud til midlertidige ophold, § 107
    
    
        

            
                3 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                4 pladser -
                Kontakt afdelingen om ledige pladser","Annette Bille
    

    ab@botilbudgranlunden.dk
    
        Telefon: 66443334",Tilbuddet selv,BOFÆLLESSKABET GRANLUNDEN,Øvrige virksomhedsformer,18889609,Socialtilsyn Øst,,,,,,,,,,,,
55.721111,11.454745,Holbæk Kommune,Bøstruphave (Det socialøkonomiske Botilbud Bella Noa),"Fra 2.489,94 - 10.255,5 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
                
            
                
                    6 - Botilbud til længerevarende ophold, § 108","Hovedgaden 95
    

    4520 Svinninge","Janne Petersen

                jpe@bella-noa.dk
                
                    Telefon: 55662075","Botilbud til længerevarende ophold, § 108
    
    
        
            6 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Botilbuddet består af 2 nyrenoverede huse
Hus 1 (Hovedhuset) har 1 lejlighed med plads til 1 beboer, med behov for 1:1 støtte -  væsentligt støttebehov
Hus 3 (Mejeriet) har 5 lejligheder. I tre af lejlighederne er der direkte adgang til det store fælleslokale.  Er til beboere med behov for moderat pædagogisk støtte

Alle lejligheder er udstyret med eget køkken og bad/toilet og egen separat udgang.                   
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Hovedhuset har 1 lejlighed med plads til beboer med behov for 1:1","Guri Thorlaksen
    

    gmu@bella-noa.dk
    
        Telefon: 91567400",Tilbuddet selv,Bella Noa A/S,Aktieselskab,44460769,Socialtilsyn Hovedstaden,,,,,,,,,,,,
57.567889,10.020072,Hjørring Kommune,Altiden Østergaarden (Altiden Nordjylland Vest),"Fra 4.471,4 - 13.752,86 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","4 - Botilbud til længerevarende ophold, § 108
                
            
                
                    6 - Botilbud til midlertidige ophold, § 107","Østergårdsvej 1
    

    9850 Hirtshals","Stefan Nielsen

                stefan.nielsen@altiden.dk
                
                    Telefon: 41776520","Botilbud til midlertidige ophold, § 107
    
    
        

            
                6 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Altiden Østergaarden ligger i landlige omgivelser tæt på indkøb og aktivitetsmuligheder. Flere af lejlighederne ligger selvstændigt på matriklen.
Der er et stort aktivitetsrum med plads til blandt andet fitness- og musikalske aktiviteter og en indendørs swimmingpool. I den store have er der bålplads, frugttræer og shelterplads. Derudover er der både katte og geder som Altid Østergaarden er ansvarlig for at passe. 

Altiden Kløvermarken ligger på se matrikel  under Altiden Østergaarden. 
        
    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                4 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Altiden Østergaarden ligger i landlige omgivelser tæt på indkøb og aktivitetsmuligheder. Flere af lejlighederne ligger selvstændigt på matriklen.
Der er stort aktivitetsrum med plads til bl.a. fitness- og musikalske aktiviteter samt indendørs swimmingpool. I den store have er der bålplads, frugttræer og shelterplads. Derudover er der både katte og geder, som Altiden Østergaarden er ansvarlig for at passe. 
Altiden Kløvermarken ligger som selvstændig matrikel under Altiden Østergaarden.","Stefan Nielsen
    

    stefan.nielsen@altiden.dk
    
        Telefon: 41776520",Tilbuddet selv,Altiden Social ApS,Anpartsselskab,27591507,Socialtilsyn Hovedstaden,49.559.587 kr.,"15,26 %",-64.670 kr.,"-0,13 %",871.884 kr.,29.073.600 kr.,0 kr.,2.886.676 kr.,0 kr.,"68,79 %","0,69 %","8,74 %"
56.758366,10.291533,Mariagerfjord Kommune,"Den Selvejende Institution ""HvemKan"" - Fælleshuset (Den selvejende institution Hvem Kan)","Fra 2.973,62 - 2.973,62 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
                
            
                
                    2 - Botilbud til midlertidige ophold, § 107","Teglvænget 54
    

    9560 Hadsund","Bente Djørup

                hvemkan@hvem-kan.dk
                
                    Telefon: 98581858","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            2 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Bente Djørup
    

    hvemkan@hvem-kan.dk
    
        Telefon: 98581858",Tilbuddet selv,"Den selvejende institution ""Hvem Kan""",Øvrige virksomhedsformer,25763084,Socialtilsyn Nord,17.880.770 kr.,70 %,59.314 kr.,"0,33 %",751.633 kr.,13.407.984 kr.,712.494 kr.,191.217 kr.,0 kr.,"84,24 %","3,7 %","4,1 %"
,,,Kirkevej (Center Tinghøj),Fra 1.659 - 4.616 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","7 - Botilbud til længerevarende ophold, § 108
                
            
                
                    7 - Botilbud til midlertidige ophold, § 107","Tingvej 1A, st.  1
    

    6040 Egtved","Benjamin Rygg

                benry@vejle.dk
                
                    Telefon: 30917000","Botilbud til længerevarende ophold, § 108
    
    
        

            
                7 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                7 pladser -
                Kontakt afdelingen om ledige pladser","Benjamin Rygg
    

    benry@vejle.dk
    
        Telefon: 30917000",Tilbuddet selv,Vejle Kommune,Primærkommune,29189900,"EAN-nummer
    
        5798006363483",50.518.567 kr.,,-2.525.519 kr.,-5 %,603.201 kr.,33.196.681 kr.,2.844.617 kr.,5.013.728 kr.,0 kr.,"86,86 %","1,9 %","7,5 %"
55.885717,11.616536,Odsherred Kommune,Tjørnehøj Voksenenhed - Dobbeltdiagnose / Almen psykiatri (Tjørnehøj),"Fra 2.824,79 - 7.271,39 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","5 - Botilbud til længerevarende ophold, § 108
                
            
                
                    12 - Botilbud til midlertidige ophold, § 107","Tjørneparken 3
    

    4572 Nørre Asmindrup","Bo Christoffersen

                bch@plussundhed.dk
                
                    Telefon: 29791957","Botilbud til længerevarende ophold, § 108
    
    
        

            
                5 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Tilbudet henvender sig til voksne mellem 18-85 år. Der er mulighed for at bo i en enhed hvor målgruppen er homogen i forhold til alder.
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                12 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Tilbudet henvender sig til voksne mellem 18-85 år. Der er mulighed for at bo i en enhed hvor målgruppen er homogen i forhold til alder.","Bo Christoffersen
    

    bch@plussundhed.dk
    
        Telefon: 29791957",Tilbuddet selv,Plus Sundhed A/S,Aktieselskab,31159245,Socialtilsyn Hovedstaden,57.073.000 kr.,"37,01 %",4.482.000 kr.,"7,85 %",1.036.000 kr.,25.275.000 kr.,3.998.000 kr.,6.485.000 kr.,162.000 kr.,"65,88 %","2,92 %","7,45 %"
55.509353,11.503116,Sorø Kommune,Nr. 16 (DSI Kammergave),"Fra 2.680,8 - 2.864,86 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
                
            
                
                    1 - Botilbud til længerevarende ophold, § 108","Tersløsevej 22
    

    4190 Munke Bjergby","Zoreen Younis

                info@kammergave.dk
                
                    Telefon: 30739120","Botilbud til midlertidige ophold, § 107
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige","Zoreen Younis
    

    info@kammergave.dk
    
        Telefon: 30739120",Tilbuddet selv,Fonden/den selvejende institution kammergave,Øvrige virksomhedsformer,25542991,Socialtilsyn Øst,16.812.699 kr.,"40,5 %",-394.082 kr.,"-2,34 %",792.537 kr.,9.153.694 kr.,492.493 kr.,1.260.601 kr.,110.000 kr.,"73,33 %","1,9 %","13,5 %"
55.718237,11.710745,Holbæk Kommune,Granhøjens Skæve Boliger §107 og §108 ApS,"Fra 2.688,37 - 2.688,37 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","16 - Botilbud til længerevarende ophold, § 108
                
            
                
                    16 - Botilbud til midlertidige ophold, § 107","Blindestræde 1
    

    4300 Holbæk","Ulla Bargisen Slott

                uslott@granhojen.dk
                
                    Telefon: 81880106","Botilbud til længerevarende ophold, § 108
    
    
        

            
                16 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            De 16 pladser er fordelt på selvstændige boliger i mindre land - og byhuse beliggende i Odsherred.
De fleste af boligerne er godkendte til både §107 og §108 og
pladserne varierer derfor i fordelingen §107 og §108. Nærmere information kontakt venligst vores sagsbehandlerafdeling.
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                16 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            De 16 pladser er fordelt på selvstændige boliger i mindre land - og byhuse beliggende i Odsherred.
De fleste af boligerne er godkendte til både §107 og §108 og
pladserne varierer derfor i fordelingen §107 og §108. Nærmere information kontakt venligst vores sagsbehandlerafdeling.","Ulla Slott
    

    uslott@granhojen.dk
    
        Telefon: 81880106",GRANHØJEN A/S,Granhøjens Skæve boliger §107 og §108 ApS,Anpartsselskab,39260131,Socialtilsyn Hovedstaden,,,,,,,,,,,,
56.3865714,9.8958977,Randers Kommune,Svalegangen (Botilbuddet Bredgade og Svalegangen),Fra 955 - 2.864 kr.,"Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","8 - Botilbud til midlertidige ophold, § 107
                
            
                
                    1 - Botilbud til længerevarende ophold, § 108","Bredgade 8A 30
    

    8870 Langå","Poul Erik Bloch

                poul.erik.bloch@randers.dk
                
                    Telefon: 23723621","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            8 pladser -
            ingen ledige","Poul Erik Bloch
    

    poul.erik.bloch@randers.dk
    
        Telefon: 23723621",Tilbuddet selv,Randers Kommune,Primærkommune,29189668,"EAN-nummer
    
        5798004332382",12.243.809 kr.,,1.092.000 kr.,"8,92 %",134.824 kr.,6.980.719 kr.,375.000 kr.,926.939 kr.,0 kr.,"71,11 %","1,13 %","9,12 %"
55.683956,12.558462,Københavns Kommune,"Thorupgården, område 2 (Center for unge og midlertidige botilbud - Thorupgården)",Fra 1.588 - 1.588 kr.,"Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","9 - Botilbud til midlertidige ophold, § 107
                
            
                
                    25 - Botilbud til længerevarende ophold, § 108","Thorupsgade 8
    

    2200 København N","Linda Øvig Bjerg

                ax81@kk.dk
                
                    Telefon: 29118947","Botilbud til længerevarende ophold, § 108
    
    
        
            25 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            9 pladser -
            ingen ledige","Linda Øvig Bjerg
    

    ax81@kk.dk
    
        Telefon: 29118947",Tilbuddet selv,Københavns Kommune,Primærkommune,64942212,"EAN-nummer
    
        5798009680938","66.827.756,27 kr.",,"933.937,7 kr.","1,4 %","4.033.935,98 kr.","36.877.211,63 kr.",0 kr.,"2.106.527,25 kr.",0 kr.,"64,43 %","0,43 %","21,14 %"
