Latitude,Longitude,Kommune,Navn,Takster,Tilbudstyper,Pladser_på_tilbudstypen,Adresse,Kontaktperson,Pladser,Leder,Driftsherre,Virksomhedens_navn,Virksomhedsform,CVR,Tilsynsførende_myndighed,Årsomsætning,Soliditetsgrad,Overskud,Overskud_vs_omsætning,Løn_leder,Løn_personale,Løn_administration,Omkostninger_eksternt,Bestyrelseshonorarer,Løn_vs_omsætning,Omkostninger_til_kompetenceudvikling_vs_omsætning,Ejendomsomkostninger_vs_omsætning
55.748074,12.23575,Egedal Kommune,Skelhøj,Fra 2.206 - 7.907 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","30 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Jægerbakken 38
    

    3670 Veksø Sjælland","Tina Nielsen

                tina.nielsen@egekom.dk
                
                    Telefon: 72597999","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            30 pladser -
            ingen ledige","Tina Nielsen
    

    tina.nielsen@egekom.dk
    
        Telefon: 72597999",Tilbuddet selv,Egedal Kommune,Primærkommune,29188386,"EAN-nummer
    
        5798008081125",,,,,,,,,,,,
54.997781,12.282656,Vordingborg Kommune,Botilbud Platanvej - Socialpsykiatri,Fra 2.049 - 2.049 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","21 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Platanvej 41
    

    4780 Stege","Judy Iris Olsen

                json@vordingborg.dk
                
                    Telefon: 55364505","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                21 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Månedlig huslejebetaling betales direkte til Boligselskab KAB:
Husleje 6691 kr.

Gennemsnitlige forbrugsudgifter: 1.700 kr.
Depositum 24.100 kr.","Judy Iris Olsen
    

    json@vordingborg.dk
    
        Telefon: 55364505",Tilbuddet selv,Vordingborg Kommune,Primærkommune,29189676,"EAN-nummer
    
        5798007236298",,,,,,,,,,,,
55.761309,12.11527,Roskilde Kommune,Koglerne Botilbud,Fra 3.313 - 3.313 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","20 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Skovbrynet 1B
    

    4040 Jyllinge","Anette Sommer

                anetteso@roskilde.dk
                
                    Telefon: 30844478","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                20 pladser -
                Kontakt afdelingen om ledige pladser","Anette Sommer
    

    anetteso@roskilde.dk
    
        Telefon: 30844478",Tilbuddet selv,Roskilde Kommune,Primærkommune,29189404,"EAN-nummer
    
        5798001755320",,,,,,,,,,,,
55.649647,12.606183,Københavns Kommune,Botilbuddet Albatros,"Fra 1.562,48 - 3.188,47 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","36 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Løvstikkevej 67
    

    2300 København S","Wivi Rosenkilde

                t787@kk.dk
                
                    Telefon: 24769012","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            36 pladser -
            ingen ledige","Wivi Rosenkilde
    

    t787@kk.dk
    
        Telefon: 24769012",Tilbuddet selv,Københavns Kommune,Primærkommune,64942212,"EAN-nummer
    
        5798009679437",,,,,,,,,,,,
56.441283,10.678338,Norddjurs Kommune,Område Ørum - Åparken/Kornvænget,Fra 967 - 2.106 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","12 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Åparken 6
    

    8586 Ørum Djurs","Rasmus Linnemann Johansson

                ralj@norddjurs.dk
                
                    Telefon: 40137699","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                12 pladser -
                Kontakt afdelingen om ledige pladser","Rasmus Johansson
    

    ralj@norddjurs.dk
    
        Telefon: 40137699",Tilbuddet selv,Norddjurs Kommune,Primærkommune,29189986,"EAN-nummer
    
        5798004374924",,,,,,,,,,,,
55.078995,9.312194,Aabenraa Kommune,Autismecenter Syd - Rhedersborg B (Autismecenter Syd - Rhedersborg),Fra 1.792 - 3.746 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","4 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Østermarkvej 1A
    

    6230 Rødekro","Susanne Christensen

                sschr@aabenraa.dk
                
                    Telefon: 51241407","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            4 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Susanne Christensen
    

    sschr@aabenraa.dk
    
        Telefon: 51241407",Tilbuddet selv,Aabenraa Kommune,Primærkommune,29189854,"EAN-nummer
    
        5798005100959",,,,,,,,,,,,
56.188136,9.688171,Silkeborg Kommune,Gormsvej (Bofællesskaber Team Nord/Øst),Fra 930 - 930 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Gormsvej 13
    

    8600 Silkeborg","Vinnie Binderup

                vinniemygind.binderup@silkeborg.dk
                
                    Telefon: 21791320","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                6 pladser -
                Kontakt afdelingen om ledige pladser","Vinnie Binderup
    

    vinniemygind.binderup@silkeborg.dk
    
        Telefon: 21791320",Tilbuddet selv,Silkeborg Kommune,Primærkommune,29189641,"EAN-nummer
    
        5798005646143",3.871.910 kr.,,"374.377,12 kr.","9,67 %","198.426,49 kr.","2.414.563,68 kr.","59.813,2 kr.",0 kr.,0 kr.,"69,03 %","0,17 %","4,27 %"
56.47437,10.044112,Randers Kommune,Møllen (Bocenter Marienborgvej),Fra 1.145 - 1.145 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Marienborgvej 17A
    

    8930 Randers NØ","Lene Soelberg

                Lene.Blak.Soelberg@randers.dk
                
                    Telefon: 23997776","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            8 pladser -
            ingen ledige","Mette Wind
    

    Mette.Bisgaard.Ehrenreich.Wind@randers.dk
    
        Telefon: 24920361",Tilbuddet selv,Randers Kommune,Primærkommune,29189668,"EAN-nummer
    
        5798004293584",19.210.814 kr.,,11.000 kr.,"0,06 %",102.546 kr.,14.908.011 kr.,213.565 kr.,93.465 kr.,0 kr.,"83,2 %","0,12 %","3,18 %"
56.13488,10.207739,Aarhus Kommune,Havglimt 2.sal (Stefanshjemmet),"Fra 2.575,8 - 2.575,8 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Carl Nielsens Vej 2
    

    8000 Aarhus C","Polly-Nicole Dutschke

                pdu@aarhus.dk
                
                    Telefon: 23380700","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            10 pladser -
            ingen ledige","Polly-Nicole Dutschke
    

    pdu@aarhus.dk
    
        Telefon: 23380700",Tilbuddet selv,STEFANSHJEMMET,Øvrige virksomhedsformer,45970019,"EAN-nummer
    
        5798005773443",47.697.445 kr.,100 %,429.908 kr.,"0,9 %",814.517 kr.,34.096.567 kr.,2.504.597 kr.,1.635.655 kr.,0 kr.,"86,13 %","0,06 %","5,12 %"
,,,Robertshøj 5.sal (Botilbuddet Robertshøj),Fra 1.625 - 1.853 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Robert Jacobsens Vej 11A, st. 
    

    2300 København S","Kenneth Oxenbøll

                hk1G@kk.dk
                
                    Telefon: 21265733","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            10 pladser -
            ingen ledige","Kenneth Oxenbøll
    

    hk1G@kk.dk
    
        Telefon: 21265733",Tilbuddet selv,Københavns Kommune,Primærkommune,64942212,"EAN-nummer
    
        5798009696663",20.922.436 kr.,,-2.182.571 kr.,"-10,43 %",191.333 kr.,13.276.148 kr.,424.570 kr.,3.028.274 kr.,0 kr.,"86,07 %","0,51 %","6,02 %"
57.115688,10.021093,Aalborg Kommune,Løvdal Hus C. (Løvdal),Fra 3.159 - 4.802 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Bodil Hjorths Vej 12A
    

    9310 Vodskov","Lotte juul

                fagc-saerl-tilbud@aalborg.dk
                
                    Telefon: 20535515","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            8 pladser -
            ingen ledige","Lotte juul
    

    fagc-saerl-tilbud@aalborg.dk
    
        Telefon: 20535515",Tilbuddet selv,Aalborg Kommune,Primærkommune,29189420,"EAN-nummer
    
        5798003748429",62.820.019 kr.,,-193.130 kr.,"-0,31 %",1.428.004 kr.,46.109.831 kr.,0 kr.,3.780.451 kr.,0 kr.,"84,69 %","0,07 %","3,14 %"
55.649802,12.126045,Roskilde Kommune,Lindelunden Etage 4 (Lindelunden),Fra 1.957 - 1.957 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","12 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Lindelunden 1
    

    4000 Roskilde","Tania Roug

                tanrou@roskilde.dk
                
                    Telefon: 21579380","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                12 pladser -
                Kontakt afdelingen om ledige pladser","Lasse Borg
    

    lasbor@roskilde.dk
    
        Telefon: 24265879",Tilbuddet selv,Roskilde Kommune,Primærkommune,29189404,"EAN-nummer
    
        5798007934996",26.631.514 kr.,,-1.721.205 kr.,"-6,46 %","815.232,17 kr.",16.577.148 kr.,0 kr.,5.027.483 kr.,0 kr.,"86,36 %","0,98 %","3,77 %"
55.355057,11.901233,Faxe Kommune,Førslev Bygade 16 A (Socialpædagogisk Center - Øst),Fra 409 - 16.003 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Førslev Bygade 16A
    

    4690 Haslev","Gitte Poulsen

                gpoul@faxekommune.dk
                
                    Telefon: 20374152","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                8 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Førslev er et  aftalespecialiseret tilbud. De fysiske rammer er indrettet til målgruppen, og der kan tilbydes aktiviteter i mindre afskærmede lokaler samt udeliv i en afgrænset sansehave.","Gitte Poulsen
    

    gpoul@faxekommune.dk
    
        Telefon: 20374152",Tilbuddet selv,Faxe Kommune,Primærkommune,29188475,"EAN-nummer
    
        5798007699062",33.626.583 kr.,,-979.750 kr.,"-2,91 %",961.712 kr.,23.858.381 kr.,998.590 kr.,5.385.130 kr.,0 kr.,"95,33 %","0,45 %","4,32 %"
55.393719,10.402396,Odense Kommune,Bo- og Støttetilbuddene Rødegårdsvej - Åhuset (Bo- og Støttetilbudene),Fra 237 - 4.323 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","22 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Rødegårdsvej 20
    

    5000 Odense C","Birgitte Andersen

                bian@odense.dk
                
                    Telefon: 24613441","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            22 pladser -
            ingen ledige","Birgitte Andersen
    

    bian@odense.dk
    
        Telefon: 24613441",Tilbuddet selv,Odense Kommune,Primærkommune,35209115,"EAN-nummer
    
        5798006612994",31.405.518 kr.,,-579.178 kr.,"-1,84 %",720.271 kr.,21.649.049 kr.,659.577 kr.,4.534.768 kr.,0 kr.,"89,37 %","0,97 %","2,09 %"
56.329565,10.058045,Favrskov Kommune,"Ellemosevej 28A, stuen (Botilbud Handicap Hadsten)",Fra 1.526 - 12.733 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","9 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Ellemosevej 26B
    

    8370 Hadsten","Ole Dixen

                oled@favrskov.dk
                
                    Telefon: 21757848","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            9 pladser -
            ingen ledige","Eva Stride
    

    evas@favrskov.dk
    
        Telefon: 22181605",Tilbuddet selv,Favrskov Kommune,Primærkommune,29189714,"EAN-nummer
    
        5798004505106",23.944.000 kr.,,-2.490.000 kr.,"-10,4 %",832.345 kr.,18.134.625 kr.,0 kr.,3.035.148 kr.,0 kr.,"91,89 %","0,4 %","3,1 %"
55.846114,12.464048,Rudersdal Kommune,Sophie Magdelenes Vej 6 (Botilbud Rude Skov),Fra 0 - 3.265 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","22 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Sophie Magdelenes Vej 7
    

    3460 Birkerød","Anette Schubert

                ansch@rudersdal.dk
                
                    Telefon: 46114941","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            22 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            To etager. Etrumsboliger med eget bad og toilet og altaner. Fællesrum, fællesaltaner.","Anette Schubert
    

    ansch@rudersdal.dk
    
        Telefon: 46114941",Tilbuddet selv,Rudersdal Kommune,Primærkommune,29188378,"EAN-nummer
    
        5798001121224",91.594.328 kr.,,376.847 kr.,"0,41 %",660.120 kr.,49.365.187 kr.,6.098.988 kr.,15.483.694 kr.,0 kr.,"81,55 %",3 %,1 %
57.116171,10.052428,Aalborg Kommune,Attruphøj,Fra 3.902 - 5.194 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","28 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Attrupvej 15
    

    9310 Vodskov","Annemette Christensen

                fagc-erhv-hjernesk@aalborg.dk
                
                    Telefon: 31997175","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                28 pladser -
                Kontakt afdelingen om ledige pladser","Annemette Christensen
    

    fagc-erhv-hjernesk@aalborg.dk
    
        Telefon: 31997175",Tilbuddet selv,Aalborg Kommune,Primærkommune,29189420,"EAN-nummer
    
        5798003748375",,,,,,,,,,,,
55.790928,12.159235,Egedal Kommune,Bakkebo (Søvænge),Fra 2.945 - 8.510 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","5 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Carl Hansens Alle 1
    

    3650 Ølstykke","Britt Christensen

                Britt.christensen@egekom.dk
                
                    Telefon: 72597997","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            5 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser","Tina Falk Nielsen
    

    tina.nielsen@egekom.dk
    
        Telefon: 72597999",Tilbuddet selv,Egedal Kommune,Primærkommune,29188386,"EAN-nummer
    
        5798008081125",64.731.424 kr.,,3.929.027 kr.,"6,07 %",427.499 kr.,35.297.634 kr.,3.633.674 kr.,10.678.297 kr.,0 kr.,"80,62 %","0,39 %","1,27 %"
54.995874,9.862052,Sønderborg Kommune,Botilbud Nørrebo,Fra 908 - 908 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Klynstoft 34
    

    6430 Nordborg","Peter Sørensen

                pso@sonderborg.dk
                
                    Telefon: 27906270","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                10 pladser -
                Kontakt afdelingen om ledige pladser","Peter Sørensen
    

    pso@sonderborg.dk
    
        Telefon: 27906270",Tilbuddet selv,Sønderborg Kommune,Primærkommune,29189773,"EAN-nummer
    
        5798005157045",,,,,,,,,,,,
55.797909,9.573591,Hedensted Kommune,Bofællesskabet Højtoften,Fra 859 - 6.271 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","20 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Toftevej 17A
    

    7100 Vejle","Dorte Jensen

                Dorte.Jensen@Hedensted.dk
                
                    Telefon: 20298551","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                20 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Vi har pt. 3 ledige pladser.","Dorte Jensen
    

    Dorte.Jensen@Hedensted.dk
    
        Telefon: 20298551",Tilbuddet selv,Hedensted Kommune,Primærkommune,29189587,"EAN-nummer
    
        5798006261758",,,,,,,,,,,,
55.701005,12.531999,Københavns Kommune,1.sal (Bostedet Viben),Fra 1.404 - 6.731 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","9 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Vibevej 8
    

    2400 København NV","Jesper Bertram Andreasen

                H61C@kk.dk
                
                    Telefon: 21554413","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            9 pladser -
            ingen ledige","Jesper Bertram Andreasen
    

    H61C@kk.dk
    
        Telefon: 21554413",Tilbuddet selv,Københavns Kommune,Primærkommune,64942212,"EAN-nummer
    
        5798009600448",36.002.517 kr.,,-1.366.754 kr.,"-3,8 %",845.926 kr.,20.647.399 kr.,833.782 kr.,3.521.385 kr.,0 kr.,"79,48 %","0,46 %","6,44 %"
55.435182,11.561365,Sorø Kommune,Aflastningspladser ABL § 56 (Botilbud Sneppevej),Fra 1.360 - 2.473 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","7 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Rådhusvej 8
    

    4180 Sorø","Louise Christensen

                lharc@soroe.dk
                
                    Telefon: 23468407","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            7 pladser -
            ingen ledige","Tina Mørk
    

    handpsyk@soroe.dk
    
        Telefon: 21455324",Tilbuddet selv,Sorø Kommune,Primærkommune,29189994,"EAN-nummer
    
        5798007624798",23.958.337 kr.,,316.415 kr.,"1,32 %",225.408 kr.,14.257.272 kr.,1.300.444 kr.,2.645.313 kr.,0 kr.,"82,77 %",1 %,"3,94 %"
55.321588,11.165219,Slagelse Kommune,"Kjærsvej 192 (Enhed for Handicap - Vejsgård Alle 1 og Kjærsvej 192, Vemmelev)",Fra 368 - 483 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","4 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Kjærsvej 192
    

    4220 Korsør","Charlotte Petersen

                cbman@slagelse.dk
                
                    Telefon: 22118973","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            4 pladser -
            ingen ledige","Charlotte Petersen
    

    cbman@slagelse.dk
    
        Telefon: 22118973",Tilbuddet selv,Slagelse Kommune,Primærkommune,29188505,"EAN-nummer
    
        5798007389536",13.375.661 kr.,,45.371 kr.,"0,34 %",26.117 kr.,9.835.559 kr.,260.313 kr.,610.025 kr.,0 kr.,"84,89 %","1,11 %","1,23 %"
55.482635,9.49573,Kolding Kommune,Bostedet Brunebjerg,Fra 462 - 1.291 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","24 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Brunebjerg 31
    

    6000 Kolding","Susanne Elbrønd Madsen

                sumad@kolding.dk
                
                    Telefon: 23302058","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            24 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            20 pladser er ordinære §§105/85 pladser. 
4 pladser er §85 støtte i egen bolig.","Anne-Mette Autzen
    

    annau@kolding.dk
    
        Telefon: 24433725",Tilbuddet selv,Kolding Kommune,Primærkommune,29189897,"EAN-nummer
    
        5798005348146",,,,,,,,,,,,
55.20684,11.76403,Næstved Kommune,"Socialpædagogisk Center Næstved, Birkebjerg Allé 7, Næstved","Fra 451,12 - 451,12 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Birkebjerg Alle 7
    

    4700 Næstved","Dorthe Solveig Margrethe Aalbæk Sørensen

                dosor@naestved.dk
                
                    Telefon: 40292552","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            10 pladser -
            ingen ledige","Dorthe Solveig Margrethe Aalbæk Sørensen
    

    dosor@naestved.dk
    
        Telefon: 40292552",Tilbuddet selv,Næstved Kommune,Primærkommune,29189625,"EAN-nummer
    
        5798007291556",,,,,,,,,,,,
55.770329,12.195722,Egedal Kommune,Boligfællesskabet Dambo (De  Socialpsykiatriske Boligfællesskaber i Egedal Kommune),Fra 2.129 - 2.129 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Damgårdsparken 40
    

    3660 Stenløse","Lea Andreasen

                Lea.Andreasen@egekom.dk
                
                    Telefon: 21257059","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            6 pladser -
            ingen ledige","Lea Andreasen
    

    Lea.Andreasen@egekom.dk
    
        Telefon: 21257059",Tilbuddet selv,Egedal Kommune,Primærkommune,29188386,"EAN-nummer
    
        5790001130701",12.678.027 kr.,,3.174.688 kr.,"25,04 %",293.604 kr.,6.587.333 kr.,137.280 kr.,478.210 kr.,0 kr.,"59,13 %","0,73 %","6,6 %"
55.693761,12.555956,Københavns Kommune,Guldbergshave (Botilbuddene NSV),Fra 2.619 - 6.353 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","7 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Guldbergs Have 19
    

    2200 København N","Jacob Christensen

                VE71@kk.dk
                
                    Telefon: 23283713","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            7 pladser -
            ingen ledige","Jacob Christensen
    

    VE71@kk.dk
    
        Telefon: 23283713",Tilbuddet selv,Københavns Kommune,Primærkommune,64942212,"EAN-nummer
    
        5798009696021",46.202.968 kr.,,2.379.155 kr.,"5,15 %",847.833 kr.,27.458.968 kr.,400.483 kr.,3.990.849 kr.,0 kr.,"76,59 %","0,46 %","7,27 %"
56.154713,9.917404,Skanderborg Kommune,Bofællesskaberne Galten,Fra 603 - 1.309 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","15 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Firkløvervej 212
    

    8464 Galten","Lillian Skov

                lillian.skov@skanderborg.dk
                
                    Telefon: 21166278","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            15 pladser -
            ingen ledige","Lillian Skov
    

    lillian.skov@skanderborg.dk
    
        Telefon: 21166278",Tilbuddet selv,Skanderborg kommune,Primærkommune,29189633,"EAN-nummer
    
        5798005721529",,,,,,,,,,,,
56.647279,9.992417,Mariagerfjord Kommune,Højbo (Psykiatri og Udviklingshandicap - Sødisbakke),Fra 2.780 - 4.345 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","16 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Havndalvej 7
    

    9550 Mariager","Mette Kirstine Møller

                mekjm@rn.dk
                
                    Telefon: 23241634","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                16 pladser -
                Kontakt afdelingen om ledige pladser","Mette Kirstine Møller
    

    mekjm@rn.dk
    
        Telefon: 23241634",Tilbuddet selv,Region Nordjylland,Region,29190941,"EAN-nummer
    
        5798003280653",57.229.489 kr.,,-1.211.796 kr.,"-2,12 %",751.882 kr.,43.362.215 kr.,5.025.747 kr.,1.073.422 kr.,0 kr.,"91,12 %","0,75 %","3,97 %"
55.399869,10.395503,Odense Kommune,Bo- og Støttetilbuddet Rytterkasernen (Bo- og Støttetilbudene),Fra 754 - 4.660 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","Rytterkasernen 9A
    

    5000 Odense C","Birgitte Andersen

                bian@odense.dk
                
                    Telefon: 24613441","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            8 pladser -
            ingen ledige","Birgitte Andersen
    

    bian@odense.dk
    
        Telefon: 24613441",Tilbuddet selv,Odense Kommune,Primærkommune,35209115,"EAN-nummer
    
        5798006612994",31.405.518 kr.,,-579.178 kr.,"-1,84 %",720.271 kr.,21.649.049 kr.,659.577 kr.,4.534.768 kr.,0 kr.,"89,37 %","0,97 %","2,09 %"
